unique_id,Title,Release Year,Locations,Fun Facts,Production Company,Distributor,Director,Writer,Actor 1,Actor 2,Actor 3,SF Find Neighborhoods,Analysis Neighborhoods,Current Supervisor Districts,lat1,lon1,address1,lat2,lon2,address2,query_location,city,state,geocode_relevance1,geocode_relevance2,verified,address_final,Coords,coordinates_final,lat_final,lon_final,verified2,coordinates_final2
36,Surface,2022,Columbus Avenue between Vallejo and Broadway,,"Apple Studios, LLC",Apple TV+,"Sam Miller, Kevin Rodney Sullivan, Jennifer Morrison, Tucker Gates","Veronica West, Erica L. Anderson,Tony Saltzman, Glenise Mullins, Leigh Ann Biety, Dan Lee West, Leigh Ann Biety & Raven Jackson, Martín Zimmerman",Gugu Mbatha-Raw,Oliver Jackson-Cohen,Ari Graynor,106,23,3,37.798696,-122.407888,"Columbus Avenue and Vallejo Street, San Francisco, California 94133, United States",37.307906,-122.052808,"Columbus Avenue, Cupertino, California 95014, United States",Columbus Avenue and Vallejo,San Francisco,California,1,0.5,Y,,,"37.798696, -122.407888",37.798696,-122.407888,Y,
37,The OA Part II,2019,1101 Green St,,Lunar Mining LLC,Netflix,Zal Batmanglij,"Zal Batmanglij, Brit Marling",Brit Marling,Emory Cohen,Patrick Gibson,107,32,3,37.798245,-122.417392,"1101 Green St, 1101 Green St, San Francisco, California 94109, United States",37.798236,-122.417401,"1101 Green Street, San Francisco, California 94109, United States",1101 Green St,San Francisco,California,1,1,Y,,,"37.798245, -122.417392",37.798245,-122.417392,Y,
38,I’m A Virgo,2023,"Vallejo Street Garage, 766 Vallejo Garage",,Bing Bang Productions Inc,Prime Video,Boots Riley,Boots Riley,Jharrel Jerome,Mike Epps,Carmen Ejogo,106,6,3,37.798487,-122.40976,"Vallejo Street Garage, 766 Vallejo St, San Francisco, California 94133, United States",37.597091,-122.079874,"Vallejo Street, Union City, California 94587, United States","Vallejo Street Garage, 766 Vallejo Garage",San Francisco,California,0.5,0.425926,Y,,,"37.798487, -122.40976",37.798487,-122.40976,Y,
39,The Last Black Man in San Francisco,2019,801 Innes Ave,Bus stop,"LBMISF, LLC",A27,Joe Talbot,"Joe Talbot, Jimmie Fails, Rob Richert",Jimmie Fails,Jonathan Majors,Danny Glover,78,1,9,37.731066,-122.374114,"801 Innes Avenue, San Francisco, California 94124, United States",37.740414,-122.390583,"Innes Avenue, San Francisco, California 94124, United States",801 Innes Ave,San Francisco,California,1,0.574074,Y,,,"37.731066, -122.374114",37.731066,-122.374114,Y,
40,Nash Bridges,2021,"Pier 9, at Autodesk",,"Village NB Productions, LLC",USA Nework,Greg Beeman,"Carlton Cuse, Bill Chais",Don Johnson,Cheech Marin,Joe Dinicol,77,8,3,37.799997,-122.397947,"Pier 9, 594 The Embarcadero, San Francisco, California 94111, United States",37.80018,-122.397599,"9 Pier, San Francisco, California 94111, United States","Pier 9, at Autodesk",San Francisco,California,0.5,0.495,Y,,,"37.799997, -122.397947",37.799997,-122.397947,Y,
42,Etruscan Smile,2017,"Legion of Honor, 100 34th Ave","California Palace of the Legion of Honor was completed in 1924, and on Armistice Day of that year the doors opened to the public. In keeping with the wishes of the donors, to “honor the dead while serving the living,” it was accepted by the city of San Francisco as a museum of fine arts dedicated to the memory of the 3,600 California men who had lost their lives on the battlefields of France during World War I.","Po Valley Productions, LLC",TBD,Oded Binnun/ Michel Brezis,"Sarah Bellwood, Michal Lali Kagan, Michael McGowan Amital Stern, Jose Luis Sampedro",Brian Cox,Roseanne Arquette,Thora Birch,7,17,4,37.784423,-122.500945,"100 34th Avenue, San Francisco, California 94121, United States",37.77287,-122.226236,"100 34th Avenue, Oakland, California 94601, United States",100 34th Ave,San Francisco,California,1,1,Y,,,"37.784423, -122.500945",37.784423,-122.500945,Y,
43,Looking Season 2 ep 202,2015,Eddy @ Polk Street,,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,20,36,10,37.792687,-122.420917,"Polk Street Florist LLC, 1713 Polk St, San Francisco, California 94109, United States",37.789327,-122.420459,"Polk Street Produce, 1334 Polk St, San Francisco, California 94109, United States",Eddy & Polk Street,San Francisco,California,0.574074,0.574074,Y,,"37.78310679999999, -122.41918024232791","37.78310679999999, -122.41918024232791",37.78310679999999,-122.4191802,Y,
44,Always Be My Maybe,2019,de Young Museum/Golden Gate Park,,"Isla Productions, LLC",Netflix,Nahnatchka Khan,"Michael Golamco, Randall Park, Ali Wong",Ali Wong,Randall Park,Keanu Reeves,9,12,4,37.771314,-122.468589,"de Young Museum, 50 Hagiwara Tea Garden Dr, San Francisco, California 94118, United States",37.766058,-122.477414,"Golden Gate Park, San Francisco, California, United States",de Young Museum/Golden Gate Park,San Francisco,California,1,0.5,Y,,,"37.771314, -122.468589",37.771314,-122.468589,Y,
45,Sense8,2015,Vallejo Street Garage; 766 Vallejo St.,dialogue scene on top of a garage roof,"Unpronounceable Productions, LLC",Netflix,The Wachowskis,The Wachowskis,Jamie Clayton,,,106,6,3,37.798715,-122.409883,"766 Vallejo Street, San Francisco, California 94133, United States",37.677536,-122.095115,"766 Vallejo Court, Hayward, California 94541, United States",766 Vallejo St,San Francisco,California,1,0.964286,Y,,,"37.798715, -122.409883",37.798715,-122.409883,Y,
46,The Pursuit of Happyness,2006,Candlestick Park (602 Jamestown Ave.),"Then Vice President Richard Nixon threw out the first pitch when Candlestick opened in 1960. On August 29, 1966, The Beatles played their last concert for paying fans at Candlestick Park.",Columbia Pictures Corporation,Columbia Pictures,Steven Conrad,Gabriele Muccino,Will Smith,Jayden C. Smith,,79,1,9,37.713344,-122.387983,"602 Jamestown Avenue, San Francisco, California 94124, United States",37.293381,-122.034221,"James Town Court, Saratoga, California 95070, United States",602 Jamestown Ave,San Francisco,California,1,0.340741,Y,,,"37.713344, -122.387983",37.713344,-122.387983,Y,
47,Blue Jasmine,2013,2934 24th St.,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard,53,20,2,37.752942,-122.410658,"2934 24th Street, San Francisco, California 94110, United States",37.791199,-122.225805,"2934 24th Avenue, Oakland, California 94601, United States",2934 24th St,San Francisco,California,1,0.868148,Y,,,"37.752942, -122.410658",37.752942,-122.410658,Y,
48,Time After Time,1979,Merchant Exchange (465 California Street at Leidesdorff),,Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,108,8,3,37.792699,-122.402169,"465 California Street, San Francisco, California 94104, United States",37.390102,-122.077461,"465 California Street, Mountain View, California 94041, United States",465 California Street,San Francisco,California,1,1,Y,,,"37.792699, -122.402169",37.792699,-122.402169,Y,
49,The Net,1995,Montgomery & Market Streets,,Columbia Pictures Corp.,Columbia Pictures,Irwin Winkler,John Brancato,Sandra Bullock,Jeremy Northam,,108,8,10,37.788818,-122.401988,"Montgomery Street and Market Street, San Francisco, California 94114, United States",37.426355,-122.144736,"California Ave Farmers' Market, 430 South California Ave, Palo Alto, California 94306, United States",Montgomery street & Market street,San Francisco,California,1,0.296296,Y,,,"37.788818, -122.401988",37.788818,-122.401988,Y,
50,"Murder in the First, Season 1",2014,1201 Columbus Avenue,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,99,32,6,37.805237,-122.41794,"1201 Columbus Avenue, San Francisco, California 94133, United States",37.307906,-122.052808,"Columbus Avenue, Cupertino, California 95014, United States",1201 Columbus Avenue,San Francisco,California,1,0.574074,Y,,,"37.805237, -122.41794",37.805237,-122.41794,Y,
51,The Towering Inferno,1974,"Fairmont Hotel (950 Mason Street, Nob Hill)","In 1945 the Fairmont hosted the United Nations Conference on International Organization as delegates arrived to draft a charter for the organization. The U.S. Secretary of State, Edward Stettinius drafted the charter in the hotel's Garden Room.",Irwin Allen Productions,Twentieth Century - Fox,John Guillermin,Stirling Silliphant,Steve McQueen,Paul Newman,William Holden,16,21,3,37.792361,-122.410234,"950 Mason Street, San Francisco, California 94108, United States",37.795429,-122.411638,"Mason Street Cable Car, Powell & Market to Mason & Bay, San Francisco, California 94133, United States",950 Mason Street,San Francisco,California,1,0.574074,Y,,,"37.792361, -122.410234",37.792361,-122.410234,Y,
52,Shit and Champagne,2020,Haight at Ashbury St,,"Shaboom Boom, LLC",,D'Arcy Drollinger,D'Arcy Drollinger,D'Arcy Drollinger,Matthew Martin,Steven LeMay,25,3,11,37.77002,-122.446937,"Haight-Ashbury Street Sign, San Francisco, California 94117, United States",37.769736,-122.448892,"Street Taco, 1607 Haight St, San Francisco, California 94117, United States",Haight & Ashbury St,San Francisco,California,1,0.99,Y,,,"37.77002, -122.446937",37.77002,-122.446937,Y,
53,Blue Jasmine,2013,Lombard & Hyde,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard,107,32,6,37.790957,-122.417287,"The Hyde-Out, 1068 Hyde St, San Francisco, California 94109, United States",37.794763,-122.412623,"Hyde Street Cable Car, Powell & Market to, San Francisco, California 94108, United States",Lombard & Hyde,San Francisco,California,0.5,0.5,Y,,"37.80200257197858, -122.41965683209355","37.80200257197858, -122.41965683209355",37.80200257197858,-122.4196568,Y,
54,DEVS,2020,Chinatown - Grant btwn California and Jackson St,,Minim Productions,FX Network,Alex Garland,Alex Garland,Sonoya Mizuno,Nick Offerman,Jin Ha,,,,37.795326,-122.40497,"Chinatown, San Francisco, California, United States",37.801315,-122.27009,"Chinatown, Oakland, California, United States",Chinatown - Grant and California,San Francisco,California,0.592593,0.592593,Y,,,"37.795326, -122.40497",37.795326,-122.40497,Y,
55,Terminator - Genisys,2015,1 Market St. Landmark Building,,T5 Productions LLC,Paramount Pictures,Alan Taylor,James Cameron,Arnold Schwarzenegger,Jason Clarke,,108,8,10,37.793457,-122.393736,"One Market - Steuart Tower, 1 Market St, San Francisco, California 94105, United States",37.797686,-122.28431,"1 Market Street, Oakland, California 94607, United States",1 Market St,San Francisco,California,1,1,Y,,,"37.793457, -122.393736",37.793457,-122.393736,Y,
56,Fearless,1993,"San Francisco General Hospital Medical Center (1001 Potrero Avenue, Potrero Hill)",SF General Hospital is the only Level I Trauma Center serving San Francisco and northern San Mateo County.,Spring Creek Productions,Warner Bros. Pictures,Peter Weir,Rafael Yglesias,Jeff Bridges,Isabella Rosellini,Rosie Perez,54,20,9,37.755703,-122.404866,"1001 Potrero Avenue, San Francisco, California 94110, United States",37.389076,-122.03763,"Potrero Avenue, Sunnyvale, California 94085, United States",1001 Potrero Avenue,San Francisco,California,1,0.574074,Y,,,"37.755703, -122.404866",37.755703,-122.404866,Y,
57,DEVS,2020,Clarion Alley,,Minim Productions,FX Network,Alex Garland,Alex Garland,Sonoya Mizuno,Nick Offerman,Jin Ha,53,20,2,37.762986,-122.421106,"Clarion Alley, Clarion Alley, San Francisco, California 94110, United States",37.763002,-122.420369,"Clarion Alley, San Francisco, California 94110, United States",Clarion Alley,San Francisco,California,1,1,Y,,,"37.762986, -122.421106",37.762986,-122.421106,Y,
58,Ant-Man,2015,Grant between Bush and Broadway,Driving shots,"PYM Particles Productions, LLC",Walt Disney Studios Motion Pictures,Peyton Reed,Gabriel Ferrari,Michael Douglas,Paul Rudd,,106,6,3,37.869234,-122.275065,"Grant Street, Berkeley, California 94703, United States",37.837387,-122.2672,"Bushrod, Oakland, California, United States",Grant and Bush,San Francisco,California,0.433333,0.425926,Y,,,"37.869234, -122.275065",37.869234,-122.275065,N,"37.790590650510154, -122.40557333215904"
59,Godzilla,2014,Broadway & Columbus,,"Nautilus Productions, LLC",Warner Bros. Pictures,Gareth Edwards,Max Borenstein,Aaron Taylor-Johnson,Elizabeth Olsen,Bryan Cranston,106,23,3,37.797861,-122.406742,"Broadway and Columbus Avenue, San Francisco, California 94133, United States",37.798225,-122.404005,"San Francisco, Monghomery St, San Francisco, California 94133, United States",Broadway & Columbus,San Francisco,California,1,0.5,Y,,,"37.797861, -122.406742",37.797861,-122.406742,Y,
60,Nash Bridges,2021,"1025 Columbus Avenue, Bimbo's",,"Village NB Productions, LLC",USA Nework,Greg Beeman,"Carlton Cuse, Bill Chais",Don Johnson,Cheech Marin,Joe Dinicol,107,32,3,37.803739,-122.415653,"1025 Columbus Avenue, San Francisco, California 94133, United States",37.307906,-122.052808,"Columbus Avenue, Cupertino, California 95014, United States",1025 Columbus Avenue,San Francisco,California,1,0.574074,Y,,,"37.803739, -122.415653",37.803739,-122.415653,Y,
62,The Conversation,1974,Alta Plaza Park (Steiner Street),The park was originally a rock quarry and served as a campground for many survivors of the 1906 earthquake. The site was converted to a park in 1910.,American Zoetrope,Paramount Pictures,Francis Ford Coppola,Francis Ford Coppola,Gene Hackman,John Cazale,Allen Garfield,26,9,11,,,,,,,Alta Plaza Park (Steiner Street),San Francisco,California,,,Y,,"37.791175058164384, -122.43768324558596","37.791175058164384, -122.43768324558596",37.791175058164384,-122.4376832,Y,
63,Big Eyes,2014,Caffe Trieste,,Blink & Wink Productions,Weinstein Company,Tim Burton,Scott Alexander,Amy Adams,Krysten Ritter,Christoph Waltz,106,23,3,37.798685,-122.407169,"Caffe Trieste, 601 Vallejo St, San Francisco, California 94133, United States",37.392998,-122.079405,"Tea Era, 271 Castro St, Mountain View, California 94041, United States",Caffe Trieste,San Francisco,California,1,0.45,Y,,,"37.798685, -122.407169",37.798685,-122.407169,Y,
64,The Enforcer,1976,Hall of Justice,,Warner Bros. Pictures,Warner Bros. Pictures,James Fargo,Stirling Silliphant,Clint Eastwood,Tyne Daly,Harry Guardino,32,34,10,37.775349,-122.403857,"Hall of Justice, 850 Bryant St, San Francisco, California 94103, United States",37.779394,-122.399016,"Hall Of Justice Room 145, 850 Bryant St, San Francisco, California 94107, United States",Hall of Justice,San Francisco,California,1,1,Y,,,"37.775349, -122.403857",37.775349,-122.403857,Y,
65,"Murder in the First, Season 2",2015,435 Broadway,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,106,23,3,37.601816,-122.393336,"435 Broadway, Millbrae, California 94030, United States",37.797891,-122.404497,"435 Broadway, San Francisco, California 94133, United States",435 Broadway,San Francisco,California,1,1,Y,,,"37.601816, -122.393336",37.601816,-122.393336,N,"37.79801118267906, -122.40433952847047"
66,The Princess Diaries,2001,724 Brazil Avenue,,Walt Disney Pictures,Buena Vista Pictures,Garry Marshall,Gina Wendkos,Julie Andrews,Anne Hathway,,90,7,1,37.721714,-122.428918,"724 Brazil Avenue, San Francisco, California 94112, United States",37.984032,-122.257596,"Brazil Court, Pinole, California 94564, United States",724 Brazil Avenue,San Francisco,California,1,0.340741,Y,,,"37.721714, -122.428918",37.721714,-122.428918,Y,
67,So I Married an Axe Murderer,1993,"Aladdin Terrace (off of Taylor Street, Between Filbert and Union)",,TriStar Pictures,TriStar Pictures,Thomas Schlamme,Robbie Fox,Mike Myers,Nancy Travis,,107,32,3,37.80036,-122.413668,"Aladdin Terrace, San Francisco, California 94133, United States",37.708855,-122.155274,"Aladdin Avenue, San Leandro, California 94577, United States",Aladdin Terrace,San Francisco,California,1,0.4,Y,,,"37.80036, -122.413668",37.80036,-122.413668,Y,
68,The Game,1997,Sheraton Palace Hotel (639 Market Street),"The hotel was destroyed in the 1906 earthquake and fire, had to be rebuilt, and was reopened in 1909.",Polygram Filmed Entertainment,Polygram Filmed Entertainment,David Fincher,John Brancato,Michael Douglas,Sean Penn,Deborah Kara Unger,32,8,10,37.846905,-122.266939,"639 Poirier Street, Oakland, California 94609, United States",37.802252,-122.282967,"639 Market Street, Oakland, California 94608, United States",639 Market Street,San Francisco,California,1,1,Y,,,"37.846905, -122.266939",37.846905,-122.266939,N,"37.78875116341279, -122.40196274558602"
69,The Phone/Jexi,2019,18th btwn Dolores and Church,,CBS Films Inc.,Lionsgate,"Jon Lucas, Scott Moore","Jon Lucas, Scott Moore",Adam Devine,Alexandra Shipp,Michael Pena,37,5,5,37.762019,-122.4164,"18th Street, San Francisco, California 94114, United States",37.75139,-122.47522,"18th Avenue, San Francisco, California 94122, United States",18th and Dolores,San Francisco,California,0.433333,0.433333,Y,,"37.76139148077086, -122.42600014558728","37.76139148077086, -122.42600014558728",37.76139148077086,-122.4260001,Y,
70,Terminator - Genisys,2015,16th and Utah,"Helicopter flies over Utah St. from 16th, rises up before freeway",T5 Productions LLC,Paramount Pictures,Alan Taylor,James Cameron,Arnold Schwarzenegger,Jason Clarke,,54,20,9,37.765042,-122.161038,"Utah Street, Oakland, California 94605, United States",37.466093,-122.250721,"Utah Way, Redwood City, California 94062, United States",16th and Utah,San Francisco,California,0.425926,0.425926,Y,,"37.76577265833471, -122.40657180325903","37.76577265833471, -122.40657180325903",37.76577265833471,-122.4065718,Y,
71,The Matrix Resurrections,2021,"House of Nanking, 919 Kearny",,"Adobe Pictures, Inc.",Warner Brothers,Lana Wachowski,"Lana Wachowski, David Mitchell, Aleksander Hemon",Keanu Reeves,Keanu Reeves,Neil Patrick Harris,104,6,3,37.796522,-122.405173,"House of Nanking, 919 Kearny St, San Francisco, California 94133, United States",37.796479,-122.405407,"919 Kearny Street, San Francisco, California 94133, United States","House of Nanking, 919 Kearny",San Francisco,California,0.544444,0.455556,Y,,,"37.796522, -122.405173",37.796522,-122.405173,Y,
72,Shang-Chi and the Legend of the Ten Rings,2021,Jones between Pine and O'Farrell,,Freelance Restorations LLC,Disney/Marvel,Destin Daniel Cretton,"Dave Callaham, Destin Daniel Cretton, Andrew Lanham",Simu Liu,Tony Chiu-Wai Leung,Awkwafina,20,36,10,37.483504,-122.193625,"Jones Court, Redwood City, California 94063, United States",37.787032,-122.413113,"Jones, 620 Jones St, San Francisco, California 94102, United States",Jones and Pine,San Francisco,California,0.433333,0.425926,Y,,"37.79045781490644, -122.41400877627439","37.79045781490644, -122.41400877627439",37.79045781490644,-122.4140088,Y,
73,Vertigo,1958,Park Hill Sanatorium (351 Buena Vista Avenue East),This location is now a condominium complex.,Alfred J. Hitchcock Productions,Paramount Pictures,Alfred Hitchcock,Alec Coppel,James Stewart,Kim Novak,Barbara Bel Geddes,112,5,5,37.766872,-122.439611,"351 Buena Vista Avenue East, San Francisco, California 94117, United States",37.777683,-122.280497,"351 Avocet Court, Alameda, California 94501, United States",351 Buena Vista Avenue,San Francisco,California,1,1,Y,,,"37.766872, -122.439611",37.766872,-122.439611,Y,
